trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
48972	10444	0	2	1	3	1	1	1.0	2	2013	12	17	2	19.75	50	0	1	1	645	0.183055556	0.129722222	0.135555556	0.0	0.023888889	0.0	0	0.0605555559999999	1.5	0.15	0.0	0.174312
49012	10452	2	1	3	2	6	3	0.0	2	2013	12	18	3	16.0	14	0	0	0	1364	0.336944444	0.1041666669999999	0.197777778	0.0	0.151111111	0.0	0	0.094444444	0.0	0.24	0.0	0.2
49027	10455	2	0	4	2	1	3	0.0	2	2013	12	18	3	8.166666667000001	15	0	0	1	1823	0.564722222	0.166388889	0.399444444	0.0	0.175	0.0	0	0.1722222219999999	0.0	0.46	0.0	0.345161
49030	10456	0	1	3	3	1	5	0.0	2	2013	12	18	3	12.0	76	0	1	1	1838	0.502222222	0.162222222	0.2175	0.0	0.164444444	0.0	0	0.130833333	0.0	0.37	0.0	0.210191
49038	10459	0	0	3	3	1	5	0.0	2	2013	12	18	3	10.0	66	0	1	1	3428	0.8875	0.356111111	0.256944444	0.233333333	0.0	0.0	0	0.3125	0.0	0.8	10.5	0.539556
49048	10463	0	0	1	2	1	1	1.0	2	2013	12	18	3	8.5	42	0	1	1	687	0.185555556	0.049722222	0.083888889	0.0	0.041944444	0.0	0	0.056666667	1.5	0.16	0.0	0.0294118
49073	10468	0	0	3	1	6	4	1.0	2	2013	12	18	3	8.25	23	1	0	0	3995	0.978333333	0.281111111	0.1725	0.316666667	0.0	0.066666667	1	0.272777778	1.95	0.72	0.0	0.215886
49076	10469	0	0	1	2	6	4	0.5	2	2013	12	18	3	8.333333332999999	36	1	0	0	1127	0.304722222	0.089444444	0.229722222	0.0	0.037222222	0.0	0	0.091388889	0.75	0.21	0.0	0.243161
49087	10469	2	0	1	2	6	5	0.0	2	2013	12	18	3	8.333333332999999	8	1	0	0	1127	0.304722222	0.089444444	0.229722222	0.0	0.037222222	0.0	0	0.091388889	0.0	0.21	0.0	0.243161
49096	10471	0	2	3	1	1	1	1.0	2	2013	12	18	3	16.5	35	1	1	1	7594	1.739444444	0.549722222	0.299166667	0.25	0.0	0.0	0	0.4583333329999999	3.3	1.29	10.5	0.55697
49124	10478	0	0	1	3	1	5	0.0	2	2013	12	19	4	9.5	64	0	1	2	1016	0.2325	0.080833333	0.034166667	0.0	0.1155555559999999	0.0	0	0.081666667	0.0	0.18	0.0	0.272109
49125	10478	0	1	1	3	1	5	0.0	2	2013	12	19	4	10.13333333	64	0	1	2	1016	0.223055556	0.073333333	0.021944444	0.0	0.094722222	0.0	0	0.0875	0.0	0.19	0.0	0.393651
49127	10479	0	1	4	1	3	5	0.0	2	2013	12	19	4	16.0	85	0	1	2	4603	1.0825	0.3125	0.128888889	0.0	0.502777778	0.1166666669999999	1	0.288888889	0.0	0.8	0.0	0.4221149999999999
49132	10481	0	3	3	3	6	4	0.5	2	2013	12	19	4	16.16666667	47	0	1	0	2693	0.6233333329999999	0.229444444	0.1719444439999999	0.066666667	0.0	0.0	0	0.19	1.65	0.44	0.0	0.309942
49157	10488	0	5	3	3	6	1	1.0	2	2013	12	20	5	22.0	46	1	0	0	2023	0.569722222	0.195555556	0.155	0.0	0.213888889	0.0	0	0.1825	1.5	0.42	0.0	0.187215
49166	10489	0	3	3	5	1	5	0.0	2	2013	12	20	5	13.0	77	1	1	2	5025	1.119166667	0.365277778	0.108333333	0.0	0.3519444439999999	0.0	0	0.289166667	0.0	0.84	0.0	0.214217
49197	10496	3	0	3	3	2	2	0.0	2	2013	12	21	6	12.0	17	1	0	1	1944	0.611388889	0.1722222219999999	0.088888889	0.0	0.204166667	0.0	0	0.175	0.0	0.39	0.0	0.273016
49245	10505	1	3	1	5	1	1	1.0	2	2013	12	22	7	14.83333333	31	0	1	1	1259	0.3544444439999999	0.098055556	0.105555556	0.0	0.163055556	0.0	0	0.1191666669999999	1.5	0.29	0.0	0.310023
49248	10506	0	1	4	5	1	1	1.0	2	2013	12	23	1	9.066666667	43	0	1	1	4472	1.094722222	0.360555556	0.319444444	0.1166666669999999	0.0	0.0	0	0.305277778	1.7	0.89	0.0	0.44859
49256	10508	1	1	1	5	6	2	0.0	2	2013	12	26	4	14.0	17	1	0	0	386	0.099722222	0.047777778	0.011388889	0.0	0.036666667	0.0	0	0.041666667	0.0	0.1	0.0	0.1
49263	10510	0	2	4	3	5	1	1.0	2	2013	12	26	4	15.5	45	1	1	1	2308	0.588333333	0.156111111	0.304722222	0.0	0.133333333	0.0	0	0.141388889	1.5	0.51	0.0	0.308448
49269	10511	1	1	4	3	6	5	0.0	2	2013	12	26	4	20.5	67	1	0	0	3782	1.037222222	0.270277778	0.229722222	0.1166666669999999	0.15	0.1166666669999999	1	0.19	0.0	0.62	0.0	0.219298
49279	10513	1	0	4	3	2	1	1.0	2	2013	12	26	4	12.5	33	0	1	2	23716	5.797777778	1.6805555559999998	0.538888889	0.683333333	0.0	0.166666667	1	0.561944444	6.2	3.26	0.0	0.2525949999999999
49301	10521	0	0	4	3	2	1	1.0	2	2013	12	27	5	12.5	38	0	1	1	7045	1.565833333	0.426666667	0.125277778	0.0	0.483333333	0.0	0	0.2691666669999999	1.5	0.86	0.0	0.570691
49317	10527	0	0	3	1	6	1	1.0	2	2013	12	27	5	7.75	32	0	1	0	6614	1.642777778	0.490555556	0.106944444	0.333333333	0.0	0.083333333	1	0.4563888889999999	2.9	1.33	0.0	0.4875229999999999
49329	10531	1	2	4	3	1	1	1.0	2	2013	12	28	6	14.5	44	0	1	1	12285	2.748055556	0.811111111	0.146666667	0.0	0.865833333	0.065	1	0.6183333329999999	3.0	2.0	0.0	0.462264
49343	10534	1	4	1	3	2	1	1.0	2	2013	12	28	6	19.5	34	0	1	2	1025	0.2825	0.1180555559999999	0.213611111	0.0	0.027777778	0.0	0	0.085833333	1.5	0.18	0.0	0.119741
49348	10536	0	0	3	3	6	1	0.5	2	2013	12	28	6	11.0	19	0	0	0	3966	0.950277778	0.2844444439999999	0.173055556	0.0	0.3125	0.0	0	0.247777778	0.75	0.66	0.0	0.389013
49351	10537	0	1	3	3	6	1	1.0	2	2013	12	28	6	17.5	31	1	1	0	7502	1.7425	0.4733333329999999	0.190555556	0.0	0.621111111	0.0	0	0.496944444	1.5	1.19	10.5	0.578535
49361	10538	1	0	4	3	1	5	0.0	2	2013	12	28	6	9.0	5	0	0	2	4216	1.181944444	0.427222222	0.140277778	0.0	0.445555556	0.166666667	1	0.218333333	0.0	0.85	0.0	0.195929
49364	10538	1	3	4	3	1	5	0.0	2	2013	12	28	6	19.83333333	5	0	0	2	4216	1.167222222	0.348055556	0.1125	0.0	0.459166667	0.1166666669999999	1	0.199722222	0.0	0.83	0.0	0.324061
49384	10543	0	0	4	3	1	1	1.0	2	2013	12	29	7	11.5	43	1	1	1	7762	1.846388889	0.515	0.103888889	0.183333333	0.316666667	0.2	1	0.4783333329999999	3.0	1.46	0.0	0.25842
49385	10543	0	3	4	3	1	1	1.0	2	2013	12	29	7	14.0	43	1	1	1	7775	1.876388889	0.554444444	0.1794444439999999	0.183333333	0.14	0.233333333	1	0.670555556	3.0	1.71	0.0	0.320215
49405	10546	2	1	4	3	1	3	0.0	2	2013	12	29	7	9.0	12	1	0	1	1281	0.4225	0.161111111	0.118333333	0.0	0.096388889	0.0	0	0.123611111	0.0	0.35	0.0	0.211236
49406	10547	1	0	3	3	1	1	1.0	2	2013	12	29	7	17.5	37	0	1	1	4874	1.150833333	0.336666667	0.162777778	0.0	0.4558333329999999	0.0	0	0.304444444	1.5	0.89	0.0	0.328467
49413	10549	1	2	3	3	6	1	1.0	2	2013	12	29	7	15.5	30	0	0	0	2427	0.521388889	0.1863888889999999	0.054166667	0.0	0.166666667	0.0	0	0.170277778	1.5	0.42	0.0	0.546493
49435	10555	0	1	3	3	6	1	1.0	2	2013	12	30	1	21.5	26	0	1	0	5077	1.229444444	0.4352777779999999	0.092777778	0.166666667	0.2166666669999999	0.083333333	1	0.3863888889999999	3.9	0.97	0.0	0.4867
49439	10556	1	1	3	1	2	1	1.0	2	2013	12	30	1	16.5	29	1	1	1	13146	3.086944444	1.043333333	0.226666667	0.5	0.0	0.15	1	0.812222222	5.6	2.0	10.5	0.525992
49453	10560	3	0	4	3	1	1	1.0	2	2013	12	31	2	18.01666667	32	0	1	1	2885	0.938888889	0.291666667	0.581666667	0.0	0.143333333	0.0	0	0.203333333	1.5	0.63	0.0	0.2554639999999999
49463	10563	1	3	4	4	1	1	1.0	2	2014	1	1	3	16.0	61	0	1	1	1871	0.478055556	0.1436111109999999	0.215555556	0.0	0.110277778	0.0	0	0.103333333	1.5	0.35	0.0	0.1290319999999999
49475	10567	0	1	1	5	1	1	1.0	2	2014	1	1	3	9.75	27	1	1	2	983	0.263611111	0.072777778	0.130833333	0.0	0.044444444	0.0	0	0.065555556	1.5	0.19	0.0	0.233051
49486	10570	0	1	4	3	1	5	0.0	2	2014	1	1	3	17.0	75	0	1	2	1014	0.293333333	0.222222222	0.2166666669999999	0.0	0.0536111109999999	0.0	0	0.213888889	0.0	0.66	0.0	0.396104
49517	10579	0	1	4	5	6	1	1.0	2	2014	1	2	4	12.75	50	1	0	0	8911	2.244444444	0.814444444	0.223611111	0.183333333	0.1	0.1166666669999999	1	0.363333333	3.0	1.29	0.0	0.186544
49548	10585	0	2	3	3	1	5	0.0	2	2014	1	2	4	10.91666667	65	1	1	1	1126	0.336944444	0.126111111	0.120555556	0.0	0.115	0.0	0	0.075	0.0	0.24	0.0	0.1333329999999999
49550	10585	1	2	1	3	1	5	0.0	2	2014	1	2	4	10.91666667	68	0	1	1	1126	0.336944444	0.126111111	0.120555556	0.0	0.115	0.0	0	0.075	0.0	0.24	0.0	0.1333329999999999
49557	10588	1	0	3	1	1	1	1.0	2	2014	1	2	4	8.5	33	0	1	1	1759	0.493611111	0.138611111	0.118333333	0.0	0.112222222	0.0	0	0.1197222219999999	1.5	0.33	0.0	0.336427
49563	10590	1	0	3	3	6	1	1.0	2	2014	1	2	4	15.0	27	1	1	0	2878	0.7411111109999999	0.24	0.071388889	0.033333333	0.155833333	0.1	1	0.251944444	3.0	0.64	0.0	0.196251
49578	10592	0	5	4	1	1	1	1.0	2	2014	1	3	5	3.25	47	0	1	2	9556	2.67	0.842777778	0.339166667	0.0	1.3	0.648333333	4	0.3913888889999999	7.5	1.58	0.0	0.0276792
49585	10593	0	5	3	3	6	1	1.0	2	2014	1	3	5	22.75	33	1	0	0	7564	1.7661111109999998	0.5125	0.140555556	0.133333333	0.197777778	0.105277778	1	0.456666667	3.0	1.18	0.0	0.487226
49603	10598	0	0	4	3	1	5	0.0	2	2014	1	3	5	11.5	64	0	1	1	2597	0.6925	0.186111111	0.447222222	0.0	0.105555556	0.0	0	0.161388889	0.0	0.52	0.0	0.263339
49609	10599	1	0	4	3	1	1	1.0	2	2014	1	3	5	15.0	33	1	0	1	1732	0.454166667	0.125277778	0.224722222	0.033333333	0.0	0.0	0	0.161388889	1.5	0.44	0.0	0.125645
49611	10600	0	4	4	3	2	1	1.0	2	2014	1	3	5	18.08333333	47	0	1	1	620	0.208888889	0.073888889	0.101388889	0.0	0.038333333	0.0	0	0.054722222	1.5	0.12	0.0	0.0812183
49614	10601	0	2	4	5	2	5	0.0	2	2014	1	3	5	13.0	64	0	1	1	262	0.097777778	0.0352777779999999	0.053333333	0.0	0.025	0.0	0	0.031111111	0.0	0.06	0.0	0.294643
49622	10602	0	0	3	3	6	1	1.0	2	2014	1	3	5	9.5	58	1	1	0	7213	1.768055556	0.5377777779999999	0.068888889	0.0	0.591944444	0.083333333	1	0.4133333329999999	3.0	1.26	0.0	0.402554
49656	10612	2	4	4	3	2	3	0.0	2	2014	1	4	6	19.03333333	11	0	0	2	18369	4.350277778	1.375833333	0.098888889	0.8666666670000001	0.183333333	0.416666667	3	0.6269444439999999	0.75	2.25	0.0	0.444838
49682	10617	0	1	3	3	6	5	0.0	2	2014	1	4	6	14.5	43	0	1	0	1292	0.290277778	0.090555556	0.064722222	0.0	0.1	0.0	0	0.091666667	0.0	0.2	0.0	0.5363640000000001
49700	10620	0	7	3	3	6	1	1.0	2	2014	1	4	6	21.5	35	0	0	0	4569	1.091388889	0.324166667	0.244166667	0.1	0.0	0.0	0	0.324166667	1.5	0.87	0.0	0.35647
49707	10621	2	0	4	3	1	5	0.0	2	2014	1	4	6	14.5	7	1	0	1	9980	2.386111111	0.711944444	0.137222222	0.183333333	0.466666667	0.133333333	1	0.430833333	0.0	1.67	0.0	0.3784659999999999
49751	10630	0	5	4	5	1	1	1.0	2	2014	1	5	7	19.0	61	1	1	2	9571	2.274166667	0.671111111	0.399444444	0.233333333	0.0	0.0	0	0.3858333329999999	1.5	1.52	0.0	0.184305
49755	10630	1	5	4	5	1	1	1.0	2	2014	1	5	7	19.0	61	0	1	2	9571	2.274166667	0.671111111	0.399444444	0.233333333	0.0	0.0	0	0.3858333329999999	1.5	1.52	0.0	0.184305
49761	10632	0	1	1	5	6	1	1.0	2	2014	1	5	7	18.0	27	0	0	0	1912	0.445	0.165277778	0.183055556	0.0	0.183055556	0.0	0	0.1222222219999999	1.5	0.33	0.0	0.2818179999999999
49765	10633	0	2	2	3	6	1	1.0	2	2014	1	5	7	18.83333333	32	1	1	0	761	0.199722222	0.061388889	0.1025	0.0	0.075	0.0	0	0.1022222219999999	1.5	0.23	0.0	0.375
49778	10637	0	1	3	3	6	1	1.0	2	2014	1	5	7	23.5	25	1	1	0	2354	0.547222222	0.165555556	0.090277778	0.0	0.15	0.0	0	0.150833333	1.5	0.39	0.0	0.333333
49784	10638	2	1	1	3	6	3	0.0	2	2014	1	5	7	14.0	14	0	0	0	476	0.124722222	0.028333333	0.064722222	0.0	0.039722222	0.0	0	0.040555556	0.0	0.09	0.0	0.6027399999999999
49797	10641	0	1	4	3	1	1	1.0	2	2014	1	5	7	17.83333333	39	1	1	2	2133	0.6175	0.196111111	0.26	0.0	0.170277778	0.0	0	0.162222222	1.5	0.54	0.0	0.0582192
49806	10645	0	0	3	1	6	1	1.0	2	2014	1	6	1	12.5	42	1	1	0	3240	0.846666667	0.25	0.2525	0.0	0.408888889	0.0	0	0.225555556	1.5	0.59	0.0	0.535714
49834	10650	0	2	4	3	1	1	1.0	2	2014	1	6	1	19.5	31	1	1	1	1721	0.4425	0.1566666669999999	0.185277778	0.0	0.1375	0.0	0	0.138888889	1.5	0.37	0.0	0.214
49858	10656	0	1	4	5	2	1	1.0	2	2014	1	6	1	20.33333333	30	1	1	2	8324	2.046666667	0.679722222	0.403611111	0.2	0.0	0.0	0	0.46	1.5	1.55	0.0	0.288647
49859	10657	0	0	3	3	6	5	0.0	2	2014	1	6	1	11.5	78	1	0	0	1199	0.303888889	0.135	0.165833333	0.0	0.133333333	0.0	0	0.141944444	0.0	0.32	0.0	0.234834
49889	10663	1	0	3	3	1	5	0.0	2	2014	1	7	2	10.5	80	1	1	2	7075	1.733333333	0.5275	0.132777778	0.0	0.4758333329999999	0.0	0	0.404166667	0.0	1.46	0.0	0.202749
49903	10666	1	3	4	4	1	1	1.0	2	2014	1	7	2	10.5	37	0	1	1	8585	2.056388889	0.604722222	0.2491666669999999	0.0	0.543333333	0.0	0	0.2925	1.5	1.24	0.0	0.361823
49924	10670	1	0	4	3	1	5	0.0	2	2014	1	7	2	7.0	62	1	1	1	4371	1.033611111	0.389166667	0.238333333	0.0	0.336944444	0.0	0	0.213611111	0.0	0.68	0.0	0.302991
49925	10670	1	1	4	3	1	5	0.0	2	2014	1	7	2	7.583333333	62	1	1	1	4371	1.061666667	0.4008333329999999	0.261944444	0.0	0.273611111	0.0	0	0.215	0.0	0.67	0.0	0.280362
49945	10675	0	0	3	3	6	5	0.0	2	2014	1	7	2	16.5	75	0	0	0	4458	1.076388889	0.353055556	0.116111111	0.066666667	0.183333333	0.2	2	0.3388888889999999	0.0	0.76	0.0	0.540984
49947	10676	0	0	4	3	1	1	1.0	2	2014	1	7	2	9.083333333	51	1	1	2	6397	1.664166667	0.442222222	0.131666667	0.0	0.5375	0.138611111	1	0.378611111	3.0	1.32	0.0	0.174615
49953	10677	0	0	4	4	2	1	1.0	2	2014	1	7	2	7.5	51	0	1	1	17416	4.146666667	1.228055556	0.201666667	0.5166666670000001	0.607777778	0.1166666669999999	1	1.230833333	5.4	2.68	10.5	0.661702
49960	10678	0	4	3	5	6	1	1.0	2	2014	1	7	2	17.5	30	1	1	0	2005	0.543055556	0.2097222219999999	0.1694444439999999	0.1	0.0	0.083333333	1	0.247222222	2.4	0.47	10.5	0.594382
49970	10683	0	1	3	3	6	1	1.0	2	2014	1	8	3	21.83333333	47	0	0	0	2872	0.7375	0.192222222	0.095833333	0.0	0.195833333	0.068888889	1	0.161111111	3.0	0.49	0.0	0.148276
49980	10684	0	3	4	2	1	5	0.0	2	2014	1	8	3	14.91666667	69	0	1	2	1309	0.355833333	0.129444444	0.226111111	0.0	0.024444444	0.0	0	0.0775	0.0	0.27	0.0	0.0716846
50006	10692	0	1	1	1	1	1	1.0	2	2014	1	8	3	10.5	40	1	1	1	652	0.2166666669999999	0.078611111	0.1166666669999999	0.0	0.095	0.0	0	0.0777777779999999	1.5	0.25	0.0	0.242857
50032	10695	2	1	3	2	6	3	0.0	2	2014	1	8	3	15.25	11	1	0	0	3901	0.885833333	0.254166667	0.103333333	0.0	0.368055556	0.0	0	0.2394444439999999	0.0	0.61	0.0	0.406032
50041	10696	1	7	4	2	1	5	0.0	2	2014	1	8	3	15.66666667	71	0	1	2	4013	1.050277778	0.337777778	0.3266666669999999	0.0	0.333333333	0.0	0	0.274166667	0.0	0.79	0.0	0.426545
50049	10699	1	2	3	3	6	1	1.0	2	2014	1	8	3	15.33333333	41	0	1	0	2035	0.537222222	0.1838888889999999	0.041666667	0.0	0.391111111	0.0	0	0.165277778	1.5	0.38	0.0	0.342857
50097	10711	0	0	4	4	1	1	0.0	2	2014	1	9	4	10.0	70	0	1	1	3961	0.953888889	0.348611111	0.1022222219999999	0.233333333	0.0	0.083333333	1	0.345277778	2.4	0.79	10.5	0.769912
50140	10721	0	4	4	1	1	1	1.0	2	2014	1	10	5	18.66666667	53	0	1	1	10980	2.776666667	0.913611111	0.108611111	0.0	0.811666667	0.25	1	0.693611111	3.0	2.04	0.0	0.478174
50146	10723	0	0	4	3	1	5	0.0	2	2014	1	10	5	14.0	66	1	1	1	3419	1.005277778	0.381388889	0.161666667	0.0	0.295555556	0.0	0	0.171666667	0.0	0.63	0.0	0.0825243
50153	10725	0	0	3	1	6	1	1.0	2	2014	1	10	5	8.0	28	1	1	0	5568	1.311111111	0.443611111	0.252222222	0.2	0.0	0.066666667	1	0.351666667	1.7	0.9	0.0	0.614534
50183	10734	0	2	3	3	6	1	1.0	2	2014	1	10	5	0.0	32	0	1	0	8806	2.046388889	0.623611111	0.113888889	0.0	0.5347222220000001	0.0	0	0.495	1.5	1.41	0.0	0.521324
50211	10738	2	0	4	2	2	5	0.0	2	2014	1	10	5	7.75	10	0	0	2	1866	0.489722222	0.205	0.121111111	0.0	0.233055556	0.0	0	0.173333333	0.0	0.36	10.5	0.261218
50244	10746	1	0	3	1	1	1	1.0	2	2014	1	10	5	8.25	50	1	1	1	2223	0.593055556	0.204166667	0.150555556	0.0	0.440833333	0.0	0	0.245833333	1.5	0.63	0.0	0.301695
50246	10746	3	0	1	2	1	3	0.0	2	2014	1	10	5	7.833333333	12	1	0	1	664	0.2191666669999999	0.053888889	0.1047222219999999	0.0	0.046666667	0.0	0	0.051666667	0.0	0.15	0.0	0.1290319999999999
50247	10746	3	1	1	2	1	3	0.0	2	2014	1	10	5	15.0	12	1	0	1	664	0.215555556	0.051388889	0.111666667	0.0	0.046666667	0.0	0	0.0525	0.0	0.15	0.0	0.269841
50252	10749	0	0	4	3	2	5	0.0	2	2014	1	10	5	11.0	68	0	1	2	3151	0.668055556	0.166111111	0.268611111	0.0	0.128055556	0.0	0	0.165555556	0.0	0.46	0.0	0.0419463
50259	10750	1	0	4	2	2	1	1.0	2	2014	1	10	5	8.666666667000001	48	1	1	2	5111	1.204166667	0.292222222	0.165277778	0.0	0.332777778	0.090277778	1	0.328055556	3.0	0.84	0.0	0.266723
50279	10751	0	4	4	3	1	1	1.0	2	2014	1	11	6	17.0	45	1	1	1	4588	1.113888889	0.369444444	0.2925	0.0	0.327777778	0.0	0	0.278333333	1.5	0.86	0.0	0.383234
50285	10751	2	2	4	3	1	2	0.0	2	2014	1	11	6	13.16666667	17	1	0	1	5959	1.3933333330000002	0.411111111	0.345	0.0	0.301388889	0.0	0	0.262777778	0.0	0.86	0.0	0.439746
50289	10751	3	0	3	3	1	3	0.0	2	2014	1	11	6	10.0	15	0	0	1	4326	1.1225	0.329722222	0.267222222	0.0	0.351388889	0.091111111	1	0.244722222	0.0	0.83	0.0	0.38933
50342	10763	1	1	1	3	1	1	1.0	2	2014	1	12	7	12.0	37	1	1	2	1336	0.3483333329999999	0.0897222219999999	0.135833333	0.0	0.083333333	0.0	0	0.0841666669999999	1.5	0.24	0.0	0.171617
50350	10766	0	1	1	3	2	5	0.0	2	2014	1	12	7	11.25	65	0	1	1	1839	0.4552777779999999	0.190555556	0.121944444	0.0	0.125833333	0.0	0	0.119444444	0.0	0.26	0.0	0.316279
50353	10767	0	0	1	1	6	1	1.0	2	2014	1	12	7	8.25	45	1	1	0	937	0.243888889	0.100277778	0.184722222	0.0	0.051944444	0.0	0	0.093333333	1.5	0.21	0.0	0.27381
50359	10768	0	4	4	5	2	1	1.0	2	2014	1	12	7	13.5	52	1	1	2	11070	2.4508333330000003	0.780277778	0.069444444	0.2	0.319166667	0.248611111	2	0.613611111	5.1	1.48	0.0	0.6292439999999999
50363	10769	1	0	4	3	1	1	1.0	2	2014	1	12	7	11.75	47	0	1	1	1311	0.268333333	0.065277778	0.052222222	0.0	0.13	0.0	0	0.082222222	1.5	0.21	0.0	0.260135
50364	10769	1	1	4	3	1	1	1.0	2	2014	1	12	7	12.0	47	0	1	1	1311	0.281388889	0.098333333	0.162777778	0.05	0.0	0.0	0	0.115833333	1.9	0.32	0.0	0.282974
50373	10770	3	0	1	3	1	2	0.0	2	2014	1	12	7	12.0	16	1	0	1	908	0.198333333	0.050833333	0.049444444	0.0	0.046944444	0.0	0	0.063888889	0.0	0.16	0.0	0.3608699999999999
50380	10772	1	1	4	3	1	5	0.0	2	2014	1	12	7	10.16666667	72	0	1	1	1078	0.332777778	0.112777778	0.287777778	0.0	0.038055556	0.0	0	0.1	0.0	0.25	0.0	0.00833333
50412	10782	1	1	4	3	1	2	0.0	2	2014	1	13	1	17.83333333	17	1	0	2	1396	0.4508333329999999	0.153888889	0.108888889	0.0	0.068888889	0.0	0	0.111666667	0.0	0.41	0.0	0.11194
50433	10788	0	1	1	5	6	1	1.0	2	2014	1	13	1	9.033333333	60	0	1	0	527	0.143333333	0.049722222	0.1216666669999999	0.0	0.013333333	0.0	0	0.055833333	1.5	0.13	0.0	0.293532
50441	10788	0	17	3	3	6	1	1.0	2	2014	1	13	1	22.75	60	0	1	0	1178	0.282777778	0.099722222	0.0119444439999999	0.0	0.097222222	0.0	0	0.057222222	1.5	0.17	0.0	0.23301
50456	10792	0	1	1	5	6	1	1.0	2	2014	1	13	1	13.0	27	0	0	0	199	0.0511111109999999	0.021111111	0.0	0.0	0.016666667	0.0	0	0.019166667	1.5	0.03	10.5	0.347826
50458	10792	1	0	1	1	6	4	1.0	2	2014	1	13	1	8.5	24	1	0	0	1709	0.363611111	0.123611111	0.0375	0.0	0.054444444	0.0	0	0.124166667	1.5	0.26	0.0	0.532438
50474	10795	1	1	4	2	2	1	1.0	2	2014	1	13	1	8.75	33	0	1	1	2682	0.704722222	0.1975	0.2225	0.0	0.171388889	0.0	0	0.179722222	1.5	0.45	0.0	0.292117
50484	10797	2	4	4	3	1	1	1.0	2	2014	1	13	1	20.08333333	21	1	1	1	1319	0.315833333	0.093611111	0.066666667	0.0	0.066666667	0.0	0	0.068888889	1.5	0.21	0.0	0.193548
50490	10799	1	2	4	3	2	1	1.0	2	2014	1	13	1	20.0	42	0	1	1	751	0.166666667	0.045	0.0886111109999999	0.0	0.0194444439999999	0.0	0	0.023888889	1.5	0.08	0.0	0.0465116
50503	10800	1	3	3	3	1	5	0.0	2	2014	1	13	1	19.0	65	1	1	1	6433	1.644722222	0.5166666670000001	0.213611111	0.0	0.53	0.0	0	0.4402777779999999	0.0	1.28	0.0	0.5331229999999999
50518	10802	3	1	1	3	1	1	1.0	2	2014	1	13	1	16.26666667	23	0	0	1	641	0.18	0.044166667	0.064722222	0.0	0.039722222	0.0	0	0.0375	1.5	0.12	0.0	0.192593
50554	10813	1	0	3	3	1	1	1.0	2	2014	1	14	2	13.0	27	1	0	1	6336	1.4716666669999998	0.424444444	0.1172222219999999	0.2	0.0	0.0	0	0.446388889	2.1	1.21	0.0	0.377722
50566	10816	1	0	3	1	1	1	1.0	2	2014	1	14	2	8.0	38	0	1	1	11451	2.672222222	0.757222222	0.196944444	0.3	0.0	0.0	0	0.7697222220000001	3.9	2.38	10.5	0.648141
50595	10823	0	2	3	5	1	1	1.0	2	2014	1	14	2	15.0	33	1	1	1	949	0.2347222219999999	0.055555556	0.151666667	0.0	0.028055556	0.0	0	0.101388889	1.5	0.27	0.0	0.273973
50618	10828	0	0	3	3	1	1	0.0	2	2014	1	15	3	11.5	35	0	0	1	15599	3.684444444	1.097777778	0.267777778	0.783333333	0.0	0.2	2	0.888055556	2.8	2.78	0.0	0.551142
50651	10833	0	3	3	3	6	5	0.0	2	2014	1	15	3	17.0	73	0	0	0	1542	0.379166667	0.154444444	0.1475	0.033333333	0.0	0.0	0	0.133333333	0.0	0.4	0.0	0.55
50685	10840	1	0	3	3	1	5	0.0	2	2014	1	15	3	8.0	55	1	0	1	806	0.2166666669999999	0.0675	0.024722222	0.0	0.058333333	0.0	0	0.044722222	0.0	0.14	0.0	0.111801
50686	10840	1	1	3	3	1	5	0.0	2	2014	1	15	3	8.666666667000001	55	1	0	1	806	0.2044444439999999	0.0586111109999999	0.030555556	0.0	0.076111111	0.0	0	0.089444444	0.0	0.19	0.0	0.360248
50688	10841	0	1	4	4	5	1	1.0	2	2014	1	16	4	12.0	50	0	1	2	20223	4.643333333	1.506666667	0.328055556	0.75	0.1191666669999999	0.25	3	1.145277778	4.3	4.32	0.0	0.501091
50720	10847	0	0	3	3	2	1	0.0	2	2014	1	16	4	19.0	19	0	0	1	1384	0.301944444	0.103333333	0.091666667	0.0	0.05	0.0	0	0.088055556	0.0	0.21	0.0	0.324921
50732	10849	1	1	3	1	2	1	1.0	2	2014	1	16	4	18.5	50	0	1	2	15605	3.3675	1.0925	0.21	0.5166666670000001	0.0	0.133333333	1	0.815555556	7.1	3.39	0.0	0.4032699999999999
50735	10851	1	1	4	3	1	5	0.0	2	2014	1	16	4	15.75	69	1	1	2	2019	0.676111111	0.2044444439999999	0.2125	0.05	0.132777778	0.066666667	1	0.178888889	0.0	0.55	0.0	0.107143
50776	10858	0	0	3	3	6	1	1.0	2	2014	1	16	4	6.333333333	31	1	0	0	14323	3.524444444	1.066111111	0.144166667	0.3833333329999999	0.396666667	0.2166666669999999	2	0.629166667	3.4	2.56	0.0	0.35011
50847	10872	0	2	4	3	1	1	1.0	2	2014	1	17	5	19.5	49	1	1	2	2198	0.518888889	0.145555556	0.032777778	0.0	0.114166667	0.178888889	1	0.095	3.0	0.32	0.0	0.1257309999999999
